Location,x,t,nKx
Republic of Korea,55,1989,1505189
Republic of Korea,60,1989,1111780
Republic of Korea,65,1989,866370
Republic of Korea,70,1989,575562
Republic of Korea,75,1989,363772
Republic of Korea,80,1989,182665
Republic of Korea,85,1989,61467
Republic of Korea,90,1989,22509
Republic of Korea,95,1989,4689
Republic of Korea,100,1989,597
Republic of Korea,0,1990,3408577
Republic of Korea,5,1990,3985649
Republic of Korea,10,1990,4043296
Republic of Korea,15,1990,4578692
Republic of Korea,20,1990,4506516
Republic of Korea,25,1990,4502564
Republic of Korea,30,1990,4271412
Republic of Korea,35,1990,3152402
Republic of Korea,40,1990,2535576
Republic of Korea,45,1990,2199961
Republic of Korea,50,1990,2026036
Republic of Korea,55,1990,1597828
Republic of Korea,60,1990,1150789
Republic of Korea,65,1990,900837
Republic of Korea,70,1990,594352
Republic of Korea,75,1990,376866
Republic of Korea,80,1990,194308
Republic of Korea,85,1990,65776
Republic of Korea,90,1990,22741
Republic of Korea,95,1990,5293
Republic of Korea,100,1990,568
Republic of Korea,0,1991,3384519
Republic of Korea,5,1991,3772885
Republic of Korea,10,1991,4100438
Republic of Korea,15,1991,4436284
Republic of Korea,20,1991,4584159
Republic of Korea,25,1991,4408239
Republic of Korea,30,1991,4405676
Republic of Korea,35,1991,3404537
Republic of Korea,40,1991,2601584
Republic of Korea,45,1991,2193563
Republic of Korea,50,1991,2068609
Republic of Korea,55,1991,1685242
Republic of Korea,60,1991,1195895
Republic of Korea,65,1991,923049
Republic of Korea,70,1991,620290
Republic of Korea,75,1991,396300
Republic of Korea,80,1991,203800
Republic of Korea,85,1991,73004
Republic of Korea,90,1991,22870
Republic of Korea,95,1991,5848
Republic of Korea,100,1991,621
Republic of Korea,0,1992,3374322
Republic of Korea,5,1992,3548450
Republic of Korea,10,1992,4145411
Republic of Korea,15,1992,4272922
Republic of Korea,20,1992,4613439
Republic of Korea,25,1992,4304265
Republic of Korea,30,1992,4504838
Republic of Korea,35,1992,3593216
Republic of Korea,40,1992,2669029
Republic of Korea,45,1992,2209771
Republic of Korea,50,1992,2124908
Republic of Korea,55,1992,1750563
Republic of Korea,60,1992,1258418
Republic of Korea,65,1992,943754
Republic of Korea,70,1992,651299
Republic of Korea,75,1992,414531
Republic of Korea,80,1992,213742
Republic of Korea,85,1992,80237
Republic of Korea,90,1992,23709
Republic of Korea,95,1992,6133
Republic of Korea,100,1992,752
Republic of Korea,0,1993,3406614
Republic of Korea,5,1993,3360711
Republic of Korea,10,1993,4138093
Republic of Korea,15,1993,4115235
Republic of Korea,20,1993,4604757
Republic of Korea,25,1993,4248138
Republic of Korea,30,1993,4535048
Republic of Korea,35,1993,3800512
Republic of Korea,40,1993,2738448
Republic of Korea,45,1993,2271095
Republic of Korea,50,1993,2146988
Republic of Korea,55,1993,1815477
Republic of Korea,60,1993,1326115
Republic of Korea,65,1993,964467
Republic of Korea,70,1993,691086
Republic of Korea,75,1993,426414
Republic of Korea,80,1993,225246
Republic of Korea,85,1993,85615
Republic of Korea,90,1993,25636
Republic of Korea,95,1993,6318
Republic of Korea,100,1993,849
Republic of Korea,0,1994,3460967
Republic of Korea,5,1994,3230740
Republic of Korea,10,1994,4040253
Republic of Korea,15,1994,3996870
Republic of Korea,20,1994,4557191
Republic of Korea,25,1994,4252483
Republic of Korea,30,1994,4483869
Republic of Korea,35,1994,4021594
Republic of Korea,40,1994,2840412
Republic of Korea,45,1994,2359171
Republic of Korea,50,1994,2125770
Republic of Korea,55,1994,1878868
Republic of Korea,60,1994,1391355
Republic of Korea,65,1994,994929
Republic of Korea,70,1994,734468
Republic of Korea,75,1994,435498
Republic of Korea,80,1994,235821
Republic of Korea,85,1994,89711
Republic of Korea,90,1994,28283
Republic of Korea,95,1994,6646
Republic of Korea,100,1994,879
Republic of Korea,0,1995,3505403
Republic of Korea,5,1995,3166152
Republic of Korea,10,1995,3844704
Republic of Korea,15,1995,3954253
Republic of Korea,20,1995,4481911
Republic of Korea,25,1995,4286132
Republic of Korea,30,1995,4383212
Republic of Korea,35,1995,4169582
Republic of Korea,40,1995,3038490
Republic of Korea,45,1995,2447121
Republic of Korea,50,1995,2095519
Republic of Korea,55,1995,1920108
Republic of Korea,60,1995,1470707
Republic of Korea,65,1995,1036828
Republic of Korea,70,1995,763669
Republic of Korea,75,1995,451771
Republic of Korea,80,1995,245913
Republic of Korea,85,1995,93102
Republic of Korea,90,1995,30629
Republic of Korea,95,1995,7350
Republic of Korea,100,1995,865
Republic of Korea,0,1996,3507305
Republic of Korea,5,1996,3176610
Republic of Korea,10,1996,3616874
Republic of Korea,15,1996,4006298
Republic of Korea,20,1996,4336399
Republic of Korea,25,1996,4338492
Republic of Korea,30,1996,4285824
Republic of Korea,35,1996,4283626
Republic of Korea,40,1996,3266865
Republic of Korea,45,1996,2505799
Republic of Korea,50,1996,2083144
Republic of Korea,55,1996,1959152
Republic of Korea,60,1996,1553284
Republic of Korea,65,1996,1083209
Republic of Korea,70,1996,783591
Republic of Korea,75,1996,475097
Republic of Korea,80,1996,257971
Republic of Korea,85,1996,99713
Republic of Korea,90,1996,31896
Republic of Korea,95,1996,8079
Republic of Korea,100,1996,940
Republic of Korea,0,1997,3460633
Republic of Korea,5,1997,3250901
Republic of Korea,10,1997,3407874
Republic of Korea,15,1997,4091694
Republic of Korea,20,1997,4145155
Republic of Korea,25,1997,4408576
Republic of Korea,30,1997,4198449
Republic of Korea,35,1997,4376210
Republic of Korea,40,1997,3453189
Republic of Korea,45,1997,2561516
Republic of Korea,50,1997,2105640
Republic of Korea,55,1997,2007370
Republic of Korea,60,1997,1623698
Republic of Korea,65,1997,1143788
Republic of Korea,70,1997,806090
Republic of Korea,75,1997,501560
Republic of Korea,80,1997,268906
Republic of Korea,85,1997,108436
Republic of Korea,90,1997,33102
Republic of Korea,95,1997,8489
Republic of Korea,100,1997,1115
Republic of Korea,0,1998,3388733
Republic of Korea,5,1998,3345057
Republic of Korea,10,1998,3240593
Republic of Korea,15,1998,4123345
Republic of Korea,20,1998,3984069
Republic of Korea,25,1998,4442276
Republic of Korea,30,1998,4134990
Republic of Korea,35,1998,4414787
Republic of Korea,40,1998,3655291
Republic of Korea,45,1998,2621597
Republic of Korea,50,1998,2169275
Republic of Korea,55,1998,2026172
Republic of Korea,60,1998,1692389
Republic of Korea,65,1998,1207968
Republic of Korea,70,1998,830974
Republic of Korea,75,1998,534838
Republic of Korea,80,1998,277478
Republic of Korea,85,1998,114962
Republic of Korea,90,1998,35376
Republic of Korea,95,1998,8834
Republic of Korea,100,1998,1254
Republic of Korea,0,1999,3309640
Republic of Korea,5,1999,3424869
Republic of Korea,10,1999,3138867
Republic of Korea,15,1999,4045339
Republic of Korea,20,1999,3910917
Republic of Korea,25,1999,4405419
Republic of Korea,30,1999,4139535
Republic of Korea,35,1999,4377219
Republic of Korea,40,1999,3874535
Republic of Korea,45,1999,2713649
Republic of Korea,50,1999,2254342
Republic of Korea,55,1999,2008496
Republic of Korea,60,1999,1753556
Republic of Korea,65,1999,1272868
Republic of Korea,70,1999,867220
Republic of Korea,75,1999,569933
Republic of Korea,80,1999,286455
Republic of Korea,85,1999,118493
Republic of Korea,90,1999,38409
Republic of Korea,95,1999,9364
Republic of Korea,100,1999,1317
Republic of Korea,0,2000,3230519
Republic of Korea,5,2000,3479097
Republic of Korea,10,2000,3111272
Republic of Korea,15,2000,3846662
Republic of Korea,20,2000,3957398
Republic of Korea,25,2000,4297206
Republic of Korea,30,2000,4194822
Republic of Korea,35,2000,4291220
Republic of Korea,40,2000,4025387
Republic of Korea,45,2000,2902766
Republic of Korea,50,2000,2336256
Republic of Korea,55,2000,1987753
Republic of Korea,60,2000,1790346
Republic of Korea,65,2000,1354203
Republic of Korea,70,2000,910844
Republic of Korea,75,2000,597889
Republic of Korea,80,2000,300599
Republic of Korea,85,2000,121465
Republic of Korea,90,2000,41300
Republic of Korea,95,2000,10253
Republic of Korea,100,2000,1335
Republic of Korea,0,2001,3128537
Republic of Korea,5,2001,3496512
Republic of Korea,10,2001,3147191
Republic of Korea,15,2001,3617189
Republic of Korea,20,2001,4047389
Republic of Korea,25,2001,4139898
Republic of Korea,30,2001,4269187
Republic of Korea,35,2001,4207490
Republic of Korea,40,2001,4149369
Republic of Korea,45,2001,3128171
Republic of Korea,50,2001,2394976
Republic of Korea,55,2001,1980622
Republic of Korea,60,2001,1832421
Republic of Korea,65,2001,1438716
Republic of Korea,70,2001,957378
Republic of Korea,75,2001,622600
Republic of Korea,80,2001,320496
Republic of Korea,85,2001,130285
Republic of Korea,90,2001,43779
Republic of Korea,95,2001,11100
Republic of Korea,100,2001,1486
Republic of Korea,0,2002,2989282
Republic of Korea,5,2002,3467144
Republic of Korea,10,2002,3228706
Republic of Korea,15,2002,3425006
Republic of Korea,20,2002,4094479
Republic of Korea,25,2002,3984244
Republic of Korea,30,2002,4349043
Republic of Korea,35,2002,4133654
Republic of Korea,40,2002,4256747
Republic of Korea,45,2002,3313995
Republic of Korea,50,2002,2459057
Republic of Korea,55,2002,2004282
Republic of Korea,60,2002,1890634
Republic of Korea,65,2002,1510665
Republic of Korea,70,2002,1018428
Republic of Korea,75,2002,650330
Republic of Korea,80,2002,343475
Republic of Korea,85,2002,141290
Republic of Korea,90,2002,46861
Republic of Korea,95,2002,11595
Republic of Korea,100,2002,1752
Republic of Korea,0,2003,2839278
Republic of Korea,5,2003,3403720
Republic of Korea,10,2003,3324989
Republic of Korea,15,2003,3281492
Republic of Korea,20,2003,4084881
Republic of Korea,25,2003,3866523
Republic of Korea,30,2003,4380685
Republic of Korea,35,2003,4085904
Republic of Korea,40,2003,4305944
Republic of Korea,45,2003,3518974
Republic of Korea,50,2003,2526831
Republic of Korea,55,2003,2072526
Republic of Korea,60,2003,1920748
Republic of Korea,65,2003,1579099
Republic of Korea,70,2003,1083419
Republic of Korea,75,2003,679677
Republic of Korea,80,2003,372911
Republic of Korea,85,2003,147254
Republic of Korea,90,2003,50898
Republic of Korea,95,2003,12068
Republic of Korea,100,2003,1918
Republic of Korea,0,2004,2690412
Republic of Korea,5,2004,3322253
Republic of Korea,10,2004,3405380
Republic of Korea,15,2004,3196930
Republic of Korea,20,2004,4003347
Republic of Korea,25,2004,3805329
Republic of Korea,30,2004,4345311
Republic of Korea,35,2004,4100162
Republic of Korea,40,2004,4283863
Republic of Korea,45,2004,3741142
Republic of Korea,50,2004,2624273
Republic of Korea,55,2004,2163218
Republic of Korea,60,2004,1912032
Republic of Korea,65,2004,1642165
Republic of Korea,70,2004,1151645
Republic of Korea,75,2004,714775
Republic of Korea,80,2004,404327
Republic of Korea,85,2004,150811
Republic of Korea,90,2004,55047
Republic of Korea,95,2004,12928
Republic of Korea,100,2004,1937
Republic of Korea,0,2005,2524672
Republic of Korea,5,2005,3238791
Republic of Korea,10,2005,3463453
Republic of Korea,15,2005,3165706
Republic of Korea,20,2005,3855684
Republic of Korea,25,2005,3812713
Republic of Korea,30,2005,4252430
Republic of Korea,35,2005,4164411
Republic of Korea,40,2005,4215891
Republic of Korea,45,2005,3900466
Republic of Korea,50,2005,2808343
Republic of Korea,55,2005,2252834
Republic of Korea,60,2005,1896994
Republic of Korea,65,2005,1685087
Republic of Korea,70,2005,1232627
Republic of Korea,75,2005,757351
Republic of Korea,80,2005,429183
Republic of Korea,85,2005,158382
Republic of Korea,90,2005,58091
Republic of Korea,95,2005,14594
Republic of Korea,100,2005,1869
Republic of Korea,0,2006,2372669
Republic of Korea,5,2006,3134637
Republic of Korea,10,2006,3491210
Republic of Korea,15,2006,3177365
Republic of Korea,20,2006,3676742
Republic of Korea,25,2006,3865522
Republic of Korea,30,2006,4119365
Republic of Korea,35,2006,4236488
Republic of Korea,40,2006,4153828
Republic of Korea,45,2006,4029088
Republic of Korea,50,2006,3022248
Republic of Korea,55,2006,2317423
Republic of Korea,60,2006,1900428
Republic of Korea,65,2006,1728321
Republic of Korea,70,2006,1313219
Republic of Korea,75,2006,805503
Republic of Korea,80,2006,449411
Republic of Korea,85,2006,176991
Republic of Korea,90,2006,60407
Republic of Korea,95,2006,16483
Republic of Korea,100,2006,2000
Republic of Korea,0,2007,2285754
Republic of Korea,5,2007,2982784
Republic of Korea,10,2007,3478293
Republic of Korea,15,2007,3234729
Republic of Korea,20,2007,3499936
Republic of Korea,25,2007,3899442
Republic of Korea,30,2007,3996802
Republic of Korea,35,2007,4288950
Republic of Korea,40,2007,4119752
Republic of Korea,45,2007,4121020
Republic of Korea,50,2007,3212541
Republic of Korea,55,2007,2381722
Republic of Korea,60,2007,1939713
Republic of Korea,65,2007,1775605
Republic of Korea,70,2007,1382333
Republic of Korea,75,2007,866006
Republic of Korea,80,2007,470167
Republic of Korea,85,2007,200057
Republic of Korea,90,2007,64680
Republic of Korea,95,2007,17950
Republic of Korea,100,2007,2366
Republic of Korea,0,2008,2245264
Republic of Korea,5,2008,2811267
Republic of Korea,10,2008,3432409
Republic of Korea,15,2008,3319079
Republic of Korea,20,2008,3356974
Republic of Korea,25,2008,3879457
Republic of Korea,30,2008,3912867
Republic of Korea,35,2008,4291116
Republic of Korea,40,2008,4120426
Republic of Korea,45,2008,4150892
Republic of Korea,50,2008,3413242
Republic of Korea,55,2008,2466916
Republic of Korea,60,2008,2012818
Republic of Korea,65,2008,1797111
Republic of Korea,70,2008,1446590
Republic of Korea,75,2008,932261
Republic of Korea,80,2008,497378
Republic of Korea,85,2008,217865
Republic of Korea,90,2008,72492
Republic of Korea,95,2008,19476
Republic of Korea,100,2008,2725
Republic of Korea,0,2009,2236863
Republic of Korea,5,2009,2642916
Republic of Korea,10,2009,3360740
Republic of Korea,15,2009,3402461
Republic of Korea,20,2009,3256890
Republic of Korea,25,2009,3812482
Republic of Korea,30,2009,3861175
Republic of Korea,35,2009,4249333
Republic of Korea,40,2009,4152984
Republic of Korea,45,2009,4139804
Republic of Korea,50,2009,3618189
Republic of Korea,55,2009,2579677
Republic of Korea,60,2009,2091755
Republic of Korea,65,2009,1801652
Republic of Korea,70,2009,1508394
Republic of Korea,75,2009,999086
Republic of Korea,80,2009,535968
Republic of Korea,85,2009,229768
Republic of Korea,90,2009,82978
Republic of Korea,95,2009,21878
Republic of Korea,100,2009,3029
Republic of Korea,0,2010,2259239
Republic of Korea,5,2010,2490073
Republic of Korea,10,2010,3256030
Republic of Korea,15,2010,3473084
Republic of Korea,20,2010,3201110
Republic of Korea,25,2010,3720778
Republic of Korea,30,2010,3827040
Republic of Korea,35,2010,4194105
Republic of Korea,40,2010,4193261
Republic of Korea,45,2010,4125028
Republic of Korea,50,2010,3782966
Republic of Korea,55,2010,2736321
Republic of Korea,60,2010,2162072
Republic of Korea,65,2010,1820047
Republic of Korea,70,2010,1558935
Republic of Korea,75,2010,1068051
Republic of Korea,80,2010,582538
Republic of Korea,85,2010,240221
Republic of Korea,90,2010,93085
Republic of Korea,95,2010,25744
Republic of Korea,100,2010,3312
Republic of Korea,0,2011,2280593
Republic of Korea,5,2011,2370666
Republic of Korea,10,2011,3118164
Republic of Korea,15,2011,3510723
Republic of Korea,20,2011,3206148
Republic of Korea,25,2011,3623707
Republic of Korea,30,2011,3825635
Republic of Korea,35,2011,4135340
Republic of Korea,40,2011,4248892
Republic of Korea,45,2011,4131743
Republic of Korea,50,2011,3940055
Republic of Korea,55,2011,2937329
Republic of Korea,60,2011,2237150
Republic of Korea,65,2011,1853096
Republic of Korea,70,2011,1598918
Republic of Korea,75,2011,1130447
Republic of Korea,80,2011,630370
Republic of Korea,85,2011,259925
Republic of Korea,90,2011,98180
Republic of Korea,95,2011,29090
Republic of Korea,100,2011,3705
Republic of Korea,0,2012,2286322
Republic of Korea,5,2012,2298253
Republic of Korea,10,2012,2960220
Republic of Korea,15,2012,3494635
Republic of Korea,20,2012,3273305
Republic of Korea,25,2012,3503093
Republic of Korea,30,2012,3874619
Republic of Korea,35,2012,4061686
Republic of Korea,40,2012,4324279
Republic of Korea,45,2012,4145785
Republic of Korea,50,2012,4088419
Republic of Korea,55,2012,3169780
Republic of Korea,60,2012,2328894
Republic of Korea,65,2012,1888062
Republic of Korea,70,2012,1647625
Republic of Korea,75,2012,1187215
Republic of Korea,80,2012,677523
Republic of Korea,85,2012,289105
Republic of Korea,90,2012,100281
Republic of Korea,95,2012,30843
Republic of Korea,100,2012,4239
Republic of Korea,0,2013,2283554
Republic of Korea,5,2013,2266823
Republic of Korea,10,2013,2801832
Republic of Korea,15,2013,3427066
Republic of Korea,20,2013,3368910
Republic of Korea,25,2013,3372092
Republic of Korea,30,2013,3939854
Republic of Korea,35,2013,3967218
Republic of Korea,40,2013,4378668
Republic of Korea,45,2013,4179584
Republic of Korea,50,2013,4203810
Republic of Korea,55,2013,3411745
Republic of Korea,60,2013,2426166
Republic of Korea,65,2013,1935848
Republic of Korea,70,2013,1703412
Republic of Korea,75,2013,1243697
Republic of Korea,80,2013,724139
Republic of Korea,85,2013,322007
Republic of Korea,90,2013,104709
Republic of Korea,95,2013,32243
Republic of Korea,100,2013,4852
Republic of Korea,0,2014,2276867
Republic of Korea,5,2014,2252878
Republic of Korea,10,2014,2655501
Republic of Korea,15,2014,3326052
Republic of Korea,20,2014,3457160
Republic of Korea,25,2014,3285564
Republic of Korea,30,2014,3949117
Republic of Korea,35,2014,3893698
Republic of Korea,40,2014,4394957
Republic of Korea,45,2014,4261113
Republic of Korea,50,2014,4269504
Republic of Korea,55,2014,3652552
Republic of Korea,60,2014,2545155
Republic of Korea,65,2014,2011696
Republic of Korea,70,2014,1742304
Republic of Korea,75,2014,1301210
Republic of Korea,80,2014,772981
Republic of Korea,85,2014,358027
Republic of Korea,90,2014,112656
Republic of Korea,95,2014,33524
Republic of Korea,100,2014,5527
Republic of Korea,0,2015,2262637
Republic of Korea,5,2015,2261127
Republic of Korea,10,2015,2498832
Republic of Korea,15,2015,3225379
Republic of Korea,20,2015,3515720
Republic of Korea,25,2015,3265281
Republic of Korea,30,2015,3855060
Republic of Korea,35,2015,3905579
Republic of Korea,40,2015,4351412
Republic of Korea,45,2015,4359755
Republic of Korea,50,2015,4265447
Republic of Korea,55,2015,3880093
Republic of Korea,60,2015,2740430
Republic of Korea,65,2015,2105866
Republic of Korea,70,2015,1761794
Republic of Korea,75,2015,1351747
Republic of Korea,80,2015,827319
Republic of Korea,85,2015,395811
Republic of Korea,90,2015,124284
Republic of Korea,95,2015,34628
Republic of Korea,100,2015,6199
Republic of Korea,0,2016,2212171
Republic of Korea,5,2016,2291229
Republic of Korea,10,2016,2356709
Republic of Korea,15,2016,3132758
Republic of Korea,20,2016,3543377
Republic of Korea,25,2016,3295896
Republic of Korea,30,2016,3692224
Republic of Korea,35,2016,3978401
Republic of Korea,40,2016,4223028
Republic of Korea,45,2016,4454499
Republic of Korea,50,2016,4198088
Republic of Korea,55,2016,4090020
Republic of Korea,60,2016,2984711
Republic of Korea,65,2016,2191398
Republic of Korea,70,2016,1758630
Republic of Korea,75,2016,1409329
Republic of Korea,80,2016,882275
Republic of Korea,85,2016,433211
Republic of Korea,90,2016,139530
Republic of Korea,95,2016,35672
Republic of Korea,100,2016,6829
Republic of Korea,0,2017,2122205
Republic of Korea,5,2017,2307421
Republic of Korea,10,2017,2292572
Republic of Korea,15,2017,3009555
Republic of Korea,20,2017,3534627
Republic of Korea,25,2017,3368753
Republic of Korea,30,2017,3515047
Republic of Korea,35,2017,4047603
Republic of Korea,40,2017,4078323
Republic of Korea,45,2017,4516941
Republic of Korea,50,2017,4143986
Republic of Korea,55,2017,4231310
Republic of Korea,60,2017,3196907
Republic of Korea,65,2017,2277298
Republic of Korea,70,2017,1760382
Republic of Korea,75,2017,1499525
Republic of Korea,80,2017,935859
Republic of Korea,85,2017,470644
Republic of Korea,90,2017,158060
Republic of Korea,95,2017,37209
Republic of Korea,100,2017,7410
Republic of Korea,0,2018,2021211
Republic of Korea,5,2018,2296686
Republic of Korea,10,2018,2275887
Republic of Korea,15,2018,2859472
Republic of Korea,20,2018,3494330
Republic of Korea,25,2018,3466019
Republic of Korea,30,2018,3373418
Republic of Korea,35,2018,4079291
Republic of Korea,40,2018,3957971
Republic of Korea,45,2018,4508943
Republic of Korea,50,2018,4175716
Republic of Korea,55,2018,4297321
Republic of Korea,60,2018,3401626
Republic of Korea,65,2018,2361334
Republic of Korea,70,2018,1808811
Republic of Korea,75,2018,1572534
Republic of Korea,80,2018,992236
Republic of Korea,85,2018,507899
Republic of Korea,90,2018,178655
Republic of Korea,95,2018,39655
Republic of Korea,100,2018,7886
Republic of Korea,0,2019,1911448
Republic of Korea,5,2019,2281802
Republic of Korea,10,2019,2258146
Republic of Korea,15,2019,2706475
Republic of Korea,20,2019,3438146
Republic of Korea,25,2019,3560075
Republic of Korea,30,2019,3304481
Republic of Korea,35,2019,4019207
Republic of Korea,40,2019,3877168
Republic of Korea,45,2019,4455576
Republic of Korea,50,2019,4270049
Republic of Korea,55,2019,4297638
Republic of Korea,60,2019,3619011
Republic of Korea,65,2019,2464443
Republic of Korea,70,2019,1894918
Republic of Korea,75,2019,1594649
Republic of Korea,80,2019,1052071
Republic of Korea,85,2019,546258
Republic of Korea,90,2019,200647
Republic of Korea,95,2019,43362
Republic of Korea,100,2019,8258
Republic of Korea,0,2020,1780505
Republic of Korea,5,2020,2266146
Republic of Korea,10,2020,2260988
Republic of Korea,15,2020,2528073
Republic of Korea,20,2020,3360028
Republic of Korea,25,2020,3625057
Republic of Korea,30,2020,3295235
Republic of Korea,35,2020,3866994
Republic of Korea,40,2020,3888989
Republic of Korea,45,2020,4357639
Republic of Korea,50,2020,4354998
Republic of Korea,55,2020,4232936
Republic of Korea,60,2020,3820570
Republic of Korea,65,2020,2652898
Republic of Korea,70,2020,1989359
Republic of Korea,75,2020,1596190
Republic of Korea,80,2020,1104275
Republic of Korea,85,2020,585529
Republic of Korea,90,2020,221857
Republic of Korea,95,2020,47977
Republic of Korea,100,2020,8445
Republic of Korea,0,2021,1651330
Republic of Korea,5,2021,2223014
Republic of Korea,10,2021,2289481
Republic of Korea,15,2021,2368432
Republic of Korea,20,2021,3245358
Republic of Korea,25,2021,3647961
Republic of Korea,30,2021,3328921
Republic of Korea,35,2021,3690231
Republic of Korea,40,2021,3960753
Republic of Korea,45,2021,4203883
Republic of Korea,50,2021,4431230
Republic of Korea,55,2021,4143518
Republic of Korea,60,2021,4015914
Republic of Korea,65,2021,2890140
Republic of Korea,70,2021,2071108
Republic of Korea,75,2021,1588393
Republic of Korea,80,2021,1158380
Republic of Korea,85,2021,620303
Republic of Korea,90,2021,240093
Republic of Korea,95,2021,53225
Republic of Korea,100,2021,8473
Republic of Korea,0,2022,1553523
Republic of Korea,5,2022,2137592
Republic of Korea,10,2022,2304825
Republic of Korea,15,2022,2300682
Republic of Korea,20,2022,3083301
Republic of Korea,25,2022,3624178
Republic of Korea,30,2022,3405341
Republic of Korea,35,2022,3518710
Republic of Korea,40,2022,4033820
Republic of Korea,45,2022,4057849
Republic of Korea,50,2022,4489610
Republic of Korea,55,2022,4091814
Republic of Korea,60,2022,4151391
Republic of Korea,65,2022,3092537
Republic of Korea,70,2022,2152608
Republic of Korea,75,2022,1592179
Republic of Korea,80,2022,1238961
Republic of Korea,85,2022,657693
Republic of Korea,90,2022,260012
Republic of Korea,95,2022,60336
Republic of Korea,100,2022,8847
Republic of Korea,0,2023,1491203
Republic of Korea,5,2023,2031870
Republic of Korea,10,2023,2294899
Republic of Korea,15,2023,2284191
Republic of Korea,20,2023,2902559
Republic of Korea,25,2023,3560142
Republic of Korea,30,2023,3499528
Republic of Korea,35,2023,3380006
Republic of Korea,40,2023,4069787
Republic of Korea,45,2023,3939648
Republic of Korea,50,2023,4477925
Republic of Korea,55,2023,4124807
Republic of Korea,60,2023,4210418
Republic of Korea,65,2023,3283394
Republic of Korea,70,2023,2230097
Republic of Korea,75,2023,1636060
Republic of Korea,80,2023,1302809
Republic of Korea,85,2023,703215
Republic of Korea,90,2023,282590
Republic of Korea,95,2023,69198
Republic of Korea,100,2023,9713
Republic of Korea,0,2024,1458805
Republic of Korea,5,2024,1917201
Republic of Korea,10,2024,2282477
Republic of Korea,15,2024,2266929
Republic of Korea,20,2024,2732437
Republic of Korea,25,2024,3475294
Republic of Korea,30,2024,3582889
Republic of Korea,35,2024,3311945
Republic of Korea,40,2024,4013773
Republic of Korea,45,2024,3861722
Republic of Korea,50,2024,4422388
Republic of Korea,55,2024,4216764
Republic of Korea,60,2024,4207694
Republic of Korea,65,2024,3486834
Republic of Korea,70,2024,2324349
Republic of Korea,75,2024,1712604
Republic of Korea,80,2024,1320249
Republic of Korea,85,2024,752136
Republic of Korea,90,2024,305885
Republic of Korea,95,2024,78692
Republic of Korea,100,2024,10896
Republic of Korea,0,2025,1449981
Republic of Korea,5,2025,1785059
Republic of Korea,10,2025,2268678
Republic of Korea,15,2025,2270413
Republic of Korea,20,2025,2551018
Republic of Korea,25,2025,3385402
Republic of Korea,30,2025,3643521
Republic of Korea,35,2025,3304952
Republic of Korea,40,2025,3865778
Republic of Korea,45,2025,3876674
Republic of Korea,50,2025,4325952
Republic of Korea,55,2025,4301495
Republic of Korea,60,2025,4143441
Republic of Korea,65,2025,3677519
Republic of Korea,70,2025,2497664
Republic of Korea,75,2025,1794862
Republic of Korea,80,2025,1319411
Republic of Korea,85,2025,795636
Republic of Korea,90,2025,331954
Republic of Korea,95,2025,88623
Republic of Korea,100,2025,12447
Republic of Korea,0,2026,1455490
Republic of Korea,5,2026,1656434
Republic of Korea,10,2026,2225743
Republic of Korea,15,2026,2299169
Republic of Korea,20,2026,2392682
Republic of Korea,25,2026,3273010
Republic of Korea,30,2026,3668683
Republic of Korea,35,2026,3340678
Republic of Korea,40,2026,3691467
Republic of Korea,45,2026,3950091
Republic of Korea,50,2026,4175749
Republic of Korea,55,2026,4379511
Republic of Korea,60,2026,4057776
Republic of Korea,65,2026,3863367
Republic of Korea,70,2026,2714999
Republic of Korea,75,2026,1863937
Republic of Korea,80,2026,1311089
Republic of Korea,85,2026,839740
Republic of Korea,90,2026,358385
Republic of Korea,95,2026,98442
Republic of Korea,100,2026,14376
Republic of Korea,0,2027,1468298
Republic of Korea,5,2027,1558348
Republic of Korea,10,2027,2140184
Republic of Korea,15,2027,2314316
Republic of Korea,20,2027,2324196
Republic of Korea,25,2027,3110012
Republic of Korea,30,2027,3644122
Republic of Korea,35,2027,3416626
Republic of Korea,40,2027,3520465
Republic of Korea,45,2027,4023242
Republic of Korea,50,2027,4031761
Republic of Korea,55,2027,4438423
Republic of Korea,60,2027,4008873
Republic of Korea,65,2027,3993316
Republic of Korea,70,2027,2903476
Republic of Korea,75,2027,1937555
Republic of Korea,80,2027,1317369
Republic of Korea,85,2027,902269
Republic of Korea,90,2027,384122
Republic of Korea,95,2027,108153
Republic of Korea,100,2027,16641
Republic of Korea,0,2028,1483688
Republic of Korea,5,2028,1496072
Republic of Korea,10,2028,2034512
Republic of Korea,15,2028,2304410
Republic of Korea,20,2028,2307739
Republic of Korea,25,2028,2929432
Republic of Korea,30,2028,3580199
Republic of Korea,35,2028,3510745
Republic of Korea,40,2028,3382273
Republic of Korea,45,2028,4059202
Republic of Korea,50,2028,3914903
Republic of Korea,55,2028,4427427
Republic of Korea,60,2028,4043052
Republic of Korea,65,2028,4051463
Republic of Korea,70,2028,3085452
Republic of Korea,75,2028,2011895
Republic of Korea,80,2028,1359961
Republic of Korea,85,2028,950992
Republic of Korea,90,2028,411785
Republic of Korea,95,2028,117855
Republic of Korea,100,2028,19172
Republic of Korea,0,2029,1498726
Republic of Korea,5,2029,1463702
Republic of Korea,10,2029,1919891
Republic of Korea,15,2029,2292002
Republic of Korea,20,2029,2290511
Republic of Korea,25,2029,2759462
Republic of Korea,30,2029,3495483
