Location,x,t,nKx
United Kingdom,30,2057,3922677
United Kingdom,35,2057,4146722
United Kingdom,40,2057,4659264
United Kingdom,45,2057,4774832
United Kingdom,50,2057,4375948
United Kingdom,55,2057,4311726
United Kingdom,60,2057,4531587
United Kingdom,65,2057,4470141
United Kingdom,70,2057,4087483
United Kingdom,75,2057,3642389
United Kingdom,80,2057,2991158
United Kingdom,85,2057,2538979
United Kingdom,90,2057,1491276
United Kingdom,95,2057,495169
United Kingdom,100,2057,84078
United Kingdom,0,2058,3236691
United Kingdom,5,2058,3399001
United Kingdom,10,2058,3544494
United Kingdom,15,2058,3606941
United Kingdom,20,2058,3658640
United Kingdom,25,2058,3775709
United Kingdom,30,2058,3919736
United Kingdom,35,2058,4071242
United Kingdom,40,2058,4591844
United Kingdom,45,2058,4791636
United Kingdom,50,2058,4474887
United Kingdom,55,2058,4243191
United Kingdom,60,2058,4504846
United Kingdom,65,2058,4492425
United Kingdom,70,2058,4130882
United Kingdom,75,2058,3721066
United Kingdom,80,2058,2968341
United Kingdom,85,2058,2516530
United Kingdom,90,2058,1511374
United Kingdom,95,2058,517991
United Kingdom,100,2058,88457
United Kingdom,0,2059,3218969
United Kingdom,5,2059,3369177
United Kingdom,10,2059,3525407
United Kingdom,15,2059,3617742
United Kingdom,20,2059,3673689
United Kingdom,25,2059,3777098
United Kingdom,30,2059,3915261
United Kingdom,35,2059,4024352
United Kingdom,40,2059,4513840
United Kingdom,45,2059,4782411
United Kingdom,50,2059,4564034
United Kingdom,55,2059,4210591
United Kingdom,60,2059,4469406
United Kingdom,65,2059,4499023
United Kingdom,70,2059,4176935
United Kingdom,75,2059,3768806
United Kingdom,80,2059,2998953
United Kingdom,85,2059,2481526
United Kingdom,90,2059,1524421
United Kingdom,95,2059,540682
United Kingdom,100,2059,92975
United Kingdom,0,2060,3204935
United Kingdom,5,2060,3341189
United Kingdom,10,2060,3501032
United Kingdom,15,2060,3622831
United Kingdom,20,2060,3690984
United Kingdom,25,2060,3782204
United Kingdom,30,2060,3910222
United Kingdom,35,2060,4006236
United Kingdom,40,2060,4411141
United Kingdom,45,2060,4761989
United Kingdom,50,2060,4644456
United Kingdom,55,2060,4218243
United Kingdom,60,2060,4415375
United Kingdom,65,2060,4487826
United Kingdom,70,2060,4224026
United Kingdom,75,2060,3795168
United Kingdom,80,2060,3073757
United Kingdom,85,2060,2440188
United Kingdom,90,2060,1532841
United Kingdom,95,2060,561587
United Kingdom,100,2060,97792
United Kingdom,0,2061,3195276
United Kingdom,5,2061,3313475
United Kingdom,10,2061,3473910
United Kingdom,15,2061,3622069
United Kingdom,20,2061,3709545
United Kingdom,25,2061,3790780
United Kingdom,30,2061,3904581
United Kingdom,35,2061,4004947
United Kingdom,40,2061,4295203
United Kingdom,45,2061,4728064
United Kingdom,50,2061,4716127
United Kingdom,55,2061,4266386
United Kingdom,60,2061,4341197
United Kingdom,65,2061,4462452
United Kingdom,70,2061,4277780
United Kingdom,75,2061,3819670
United Kingdom,80,2061,3163325
United Kingdom,85,2061,2392659
United Kingdom,90,2061,1544172
United Kingdom,95,2061,577989
United Kingdom,100,2061,103174
United Kingdom,0,2062,3187765
United Kingdom,5,2062,3288100
United Kingdom,10,2062,3446586
United Kingdom,15,2062,3614235
United Kingdom,20,2062,3726860
United Kingdom,25,2062,3801772
United Kingdom,30,2062,3900483
United Kingdom,35,2062,4004286
United Kingdom,40,2062,4192896
United Kingdom,45,2062,4675602
United Kingdom,50,2062,4767302
United Kingdom,55,2062,4350046
United Kingdom,60,2062,4258435
United Kingdom,65,2062,4437772
United Kingdom,70,2062,4323823
United Kingdom,75,2062,3852825
United Kingdom,80,2062,3250216
United Kingdom,85,2062,2352677
United Kingdom,90,2062,1550090
United Kingdom,95,2062,590795
United Kingdom,100,2062,108904
United Kingdom,0,2063,3184683
United Kingdom,5,2063,3267116
United Kingdom,10,2063,3416593
United Kingdom,15,2063,3600353
United Kingdom,20,2063,3741748
United Kingdom,25,2063,3814918
United Kingdom,30,2063,3899796
United Kingdom,35,2063,4001485
United Kingdom,40,2063,4117887
United Kingdom,45,2063,4608833
United Kingdom,50,2063,4784484
United Kingdom,55,2063,4448734
United Kingdom,60,2063,4192022
United Kingdom,65,2063,4413305
United Kingdom,70,2063,4347750
United Kingdom,75,2063,3897689
United Kingdom,80,2063,3324557
United Kingdom,85,2063,2343586
United Kingdom,90,2063,1541380
United Kingdom,95,2063,601491
United Kingdom,100,2063,114656
United Kingdom,0,2064,3186656
United Kingdom,5,2064,3249410
United Kingdom,10,2064,3386778
United Kingdom,15,2064,3581292
United Kingdom,20,2064,3752584
United Kingdom,25,2064,3830014
United Kingdom,30,2064,3901271
United Kingdom,35,2064,3997155
United Kingdom,40,2064,4071369
United Kingdom,45,2064,4531507
United Kingdom,50,2064,4775803
United Kingdom,55,2064,4537734
United Kingdom,60,2064,4161060
United Kingdom,65,2064,4380266
United Kingdom,70,2064,4356506
United Kingdom,75,2064,3945032
United Kingdom,80,2064,3372079
United Kingdom,85,2064,2377874
United Kingdom,90,2064,1524720
United Kingdom,95,2064,609822
United Kingdom,100,2064,120391
United Kingdom,0,2065,3190869
United Kingdom,5,2065,3235392
United Kingdom,10,2065,3358802
United Kingdom,15,2065,3556943
United Kingdom,20,2065,3757713
United Kingdom,25,2065,3847352
United Kingdom,30,2065,3906457
United Kingdom,35,2065,3992260
United Kingdom,40,2065,4053516
United Kingdom,45,2065,4429590
United Kingdom,50,2065,4756001
United Kingdom,55,2065,4618087
United Kingdom,60,2065,4169744
United Kingdom,65,2065,4328944
United Kingdom,70,2065,4348095
United Kingdom,75,2065,3993472
United Kingdom,80,2065,3401671
United Kingdom,85,2065,2447416
United Kingdom,90,2065,1504610
United Kingdom,95,2065,616616
United Kingdom,100,2065,125731
United Kingdom,0,2066,3194735
United Kingdom,5,2066,3225750
United Kingdom,10,2066,3331100
United Kingdom,15,2066,3529847
United Kingdom,20,2066,3756995
United Kingdom,25,2066,3865954
United Kingdom,30,2066,3915108
United Kingdom,35,2066,3986764
United Kingdom,40,2066,4052427
United Kingdom,45,2066,4314497
United Kingdom,50,2066,4722790
United Kingdom,55,2066,4689781
United Kingdom,60,2066,4218305
United Kingdom,65,2066,4257864
United Kingdom,70,2066,4326071
United Kingdom,75,2066,4048231
United Kingdom,80,2066,3429874
United Kingdom,85,2066,2527039
United Kingdom,90,2066,1482238
United Kingdom,95,2066,624953
United Kingdom,100,2066,130112
United Kingdom,0,2067,3199559
United Kingdom,5,2067,3218253
United Kingdom,10,2067,3305737
United Kingdom,15,2067,3502549
United Kingdom,20,2067,3749210
United Kingdom,25,2067,3883313
United Kingdom,30,2067,3926173
United Kingdom,35,2067,3982809
United Kingdom,40,2067,4051965
United Kingdom,45,2067,4212978
United Kingdom,50,2067,4671154
United Kingdom,55,2067,4741185
United Kingdom,60,2067,4301867
United Kingdom,65,2067,4178384
United Kingdom,70,2067,4304710
United Kingdom,75,2067,4095470
United Kingdom,80,2067,3465583
United Kingdom,85,2067,2602285
United Kingdom,90,2067,1465596
United Kingdom,95,2067,630657
United Kingdom,100,2067,133834
United Kingdom,0,2068,3205620
United Kingdom,5,2068,3215180
United Kingdom,10,2068,3284765
United Kingdom,15,2068,3472584
United Kingdom,20,2068,3735380
United Kingdom,25,2068,3898249
United Kingdom,30,2068,3939387
United Kingdom,35,2068,3982256
United Kingdom,40,2068,4049367
United Kingdom,45,2068,4138630
United Kingdom,50,2068,4605277
United Kingdom,55,2068,4758903
United Kingdom,60,2068,4400265
United Kingdom,65,2068,4114962
United Kingdom,70,2068,4283489
United Kingdom,75,2068,4121720
United Kingdom,80,2068,3511876
United Kingdom,85,2068,2666727
United Kingdom,90,2068,1468835
United Kingdom,95,2068,629536
United Kingdom,100,2068,137257
United Kingdom,0,2069,3211271
United Kingdom,5,2069,3217163
United Kingdom,10,2069,3267070
United Kingdom,15,2069,3442798
United Kingdom,20,2069,3716373
United Kingdom,25,2069,3909137
United Kingdom,30,2069,3954551
United Kingdom,35,2069,3983863
United Kingdom,40,2069,4045245
United Kingdom,45,2069,4092639
United Kingdom,50,2069,4528877
United Kingdom,55,2069,4750969
United Kingdom,60,2069,4489118
United Kingdom,65,2069,4086325
United Kingdom,70,2069,4253858
United Kingdom,75,2069,4133583
United Kingdom,80,2069,3560369
United Kingdom,85,2069,2711052
United Kingdom,90,2069,1500896
United Kingdom,95,2069,625143
United Kingdom,100,2069,140298
United Kingdom,0,2070,3216512
United Kingdom,5,2070,3221386
United Kingdom,10,2070,3253061
United Kingdom,15,2070,3414847
United Kingdom,20,2070,3692082
United Kingdom,25,2070,3914320
United Kingdom,30,2070,3971954
United Kingdom,35,2070,3989172
United Kingdom,40,2070,4040555
United Kingdom,45,2070,4075161
United Kingdom,50,2070,4428007
United Kingdom,55,2070,4731992
United Kingdom,60,2070,4569410
United Kingdom,65,2070,4096481
United Kingdom,70,2070,4206292
United Kingdom,75,2070,4129190
United Kingdom,80,2070,3609972
United Kingdom,85,2070,2742865
United Kingdom,90,2070,1555319
United Kingdom,95,2070,619739
United Kingdom,100,2070,143041
United Kingdom,0,2071,3223539
United Kingdom,5,2071,3225262
United Kingdom,10,2071,3243425
United Kingdom,15,2071,3387171
United Kingdom,20,2071,3665047
United Kingdom,25,2071,3913661
United Kingdom,30,2071,3990617
United Kingdom,35,2071,3997936
United Kingdom,40,2071,4035265
United Kingdom,45,2071,4074361
United Kingdom,50,2071,4314038
United Kingdom,55,2071,4699734
United Kingdom,60,2071,4641172
United Kingdom,65,2071,4145691
United Kingdom,70,2071,4139495
United Kingdom,75,2071,4112128
United Kingdom,80,2071,3665367
United Kingdom,85,2071,2774089
United Kingdom,90,2071,1613952
United Kingdom,95,2071,614462
United Kingdom,100,2071,146150
United Kingdom,0,2072,3232561
United Kingdom,5,2072,3230098
United Kingdom,10,2072,3235936
United Kingdom,15,2072,3361831
United Kingdom,20,2072,3637806
United Kingdom,25,2072,3905941
United Kingdom,30,2072,4008038
United Kingdom,35,2072,4009109
United Kingdom,40,2072,4031512
United Kingdom,45,2072,4074184
United Kingdom,50,2072,4213568
United Kingdom,55,2072,4649203
United Kingdom,60,2072,4692937
United Kingdom,65,2072,4229223
United Kingdom,70,2072,4064579
United Kingdom,75,2072,4095736
United Kingdom,80,2072,3713579
United Kingdom,85,2072,2811043
United Kingdom,90,2072,1667121
United Kingdom,95,2072,612271
United Kingdom,100,2072,148483
United Kingdom,0,2073,3240372
United Kingdom,5,2073,3236169
United Kingdom,10,2073,3232871
United Kingdom,15,2073,3340881
United Kingdom,20,2073,3607899
United Kingdom,25,2073,3892180
United Kingdom,30,2073,4023039
United Kingdom,35,2073,4022426
United Kingdom,40,2073,4031148
United Kingdom,45,2073,4071875
United Kingdom,50,2073,4140090
United Kingdom,55,2073,4584494
United Kingdom,60,2073,4711413
United Kingdom,65,2073,4327299
United Kingdom,70,2073,4005298
United Kingdom,75,2073,4079260
United Kingdom,80,2073,3742498
United Kingdom,85,2073,2856487
United Kingdom,90,2073,1712422
United Kingdom,95,2073,618846
United Kingdom,100,2073,149015
United Kingdom,0,2074,3246189
United Kingdom,5,2074,3241829
United Kingdom,10,2074,3234861
United Kingdom,15,2074,3323206
United Kingdom,20,2074,3578171
United Kingdom,25,2074,3873248
United Kingdom,30,2074,4033995
United Kingdom,35,2074,4037688
United Kingdom,40,2074,4032936
United Kingdom,45,2074,4068044
United Kingdom,50,2074,4094788
United Kingdom,55,2074,4509291
United Kingdom,60,2074,4704512
United Kingdom,65,2074,4416003
United Kingdom,70,2074,3979881
United Kingdom,75,2074,4054530
United Kingdom,80,2074,3758210
United Kingdom,85,2074,2903527
United Kingdom,90,2074,1746425
United Kingdom,95,2074,638715
United Kingdom,100,2074,148846
United Kingdom,0,2075,3249497
United Kingdom,5,2075,3247081
United Kingdom,10,2075,3239091
United Kingdom,15,2075,3309217
United Kingdom,20,2075,3550274
United Kingdom,25,2075,3849034
United Kingdom,30,2075,4039256
United Kingdom,35,2075,4055186
United Kingdom,40,2075,4038416
United Kingdom,45,2075,4063647
United Kingdom,50,2075,4077818
United Kingdom,55,2075,4409789
United Kingdom,60,2075,4686715
United Kingdom,65,2075,4496319
United Kingdom,70,2075,3992171
United Kingdom,75,2075,4012515
United Kingdom,80,2075,3759450
United Kingdom,85,2075,2952024
United Kingdom,90,2075,1774956
United Kingdom,95,2075,668291
United Kingdom,100,2075,148659
United Kingdom,0,2076,3249698
United Kingdom,5,2076,3254119
United Kingdom,10,2076,3242974
United Kingdom,15,2076,3299600
United Kingdom,20,2076,3522651
United Kingdom,25,2076,3822079
United Kingdom,30,2076,4038681
United Kingdom,35,2076,4073943
United Kingdom,40,2076,4047341
United Kingdom,45,2076,4058650
United Kingdom,50,2076,4077414
United Kingdom,55,2076,4297289
United Kingdom,60,2076,4655810
United Kingdom,65,2076,4568274
United Kingdom,70,2076,4042378
United Kingdom,75,2076,3952086
United Kingdom,80,2076,3749662
United Kingdom,85,2076,3005392
United Kingdom,90,2076,1803671
United Kingdom,95,2076,698032
United Kingdom,100,2076,148855
United Kingdom,0,2077,3246898
United Kingdom,5,2077,3263148
United Kingdom,10,2077,3247815
United Kingdom,15,2077,3292127
United Kingdom,20,2077,3497365
United Kingdom,25,2077,3794916
United Kingdom,30,2077,4031050
United Kingdom,35,2077,4091459
United Kingdom,40,2077,4058668
United Kingdom,45,2077,4055180
United Kingdom,50,2077,4077622
United Kingdom,55,2077,4198186
United Kingdom,60,2077,4606828
United Kingdom,65,2077,4620606
United Kingdom,70,2077,4125935
United Kingdom,75,2077,3883984
United Kingdom,80,2077,3740535
United Kingdom,85,2077,3052116
United Kingdom,90,2077,1835630
United Kingdom,95,2077,723545
United Kingdom,100,2077,149816
United Kingdom,0,2078,3240935
United Kingdom,5,2078,3270968
United Kingdom,10,2078,3253892
United Kingdom,15,2078,3289079
United Kingdom,20,2078,3476463
United Kingdom,25,2078,3765087
United Kingdom,30,2078,4017387
United Kingdom,35,2078,4106560
United Kingdom,40,2078,4072134
United Kingdom,45,2078,4055086
United Kingdom,50,2078,4075706
United Kingdom,55,2078,4125861
United Kingdom,60,2078,4543767
United Kingdom,65,2078,4640216
United Kingdom,70,2078,4223682
United Kingdom,75,2078,3831032
United Kingdom,80,2078,3731103
United Kingdom,85,2078,3082728
United Kingdom,90,2078,1873352
United Kingdom,95,2078,745275
United Kingdom,100,2078,152762
United Kingdom,0,2079,3231809
United Kingdom,5,2079,3276793
United Kingdom,10,2079,3259557
United Kingdom,15,2079,3291083
United Kingdom,20,2079,3458832
United Kingdom,25,2079,3735436
United Kingdom,30,2079,3998557
United Kingdom,35,2079,4117620
United Kingdom,40,2079,4087540
United Kingdom,45,2079,4057135
United Kingdom,50,2079,4072274
United Kingdom,55,2079,4081482
United Kingdom,60,2079,4470258
United Kingdom,65,2079,4634838
United Kingdom,70,2079,4312321
United Kingdom,75,2079,3810645
United Kingdom,80,2079,3713787
United Kingdom,85,2079,3102367
United Kingdom,90,2079,1912073
United Kingdom,95,2079,763363
United Kingdom,100,2079,159084
United Kingdom,0,2080,3222332
United Kingdom,5,2080,3280112
United Kingdom,10,2080,3264814
United Kingdom,15,2080,3295327
United Kingdom,20,2080,3444887
United Kingdom,25,2080,3707615
United Kingdom,30,2080,3974452
United Kingdom,35,2080,4122996
United Kingdom,40,2080,4105176
United Kingdom,45,2080,4062862
United Kingdom,50,2080,4068277
United Kingdom,55,2080,4065191
United Kingdom,60,2080,4372684
United Kingdom,65,2080,4618735
United Kingdom,70,2080,4392765
United Kingdom,75,2080,3826233
United Kingdom,80,2080,3680205
United Kingdom,85,2080,3110510
United Kingdom,90,2080,1952335
United Kingdom,95,2080,780745
United Kingdom,100,2080,167637
United Kingdom,0,2081,3211555
United Kingdom,5,2081,3280321
United Kingdom,10,2081,3271856
United Kingdom,15,2081,3299224
United Kingdom,20,2081,3435312
United Kingdom,25,2081,3680067
United Kingdom,30,2081,3947606
United Kingdom,35,2081,4122548
United Kingdom,40,2081,4124068
United Kingdom,45,2081,4072019
United Kingdom,50,2081,4063678
United Kingdom,55,2081,4065320
United Kingdom,60,2081,4262248
United Kingdom,65,2081,4589751
United Kingdom,70,2081,4465077
United Kingdom,75,2081,3877941
United Kingdom,80,2081,3629651
United Kingdom,85,2081,3110517
United Kingdom,90,2081,1996037
United Kingdom,95,2081,798563
United Kingdom,100,2081,175679
United Kingdom,0,2082,3197031
United Kingdom,5,2082,3277529
United Kingdom,10,2082,3280892
United Kingdom,15,2082,3304078
United Kingdom,20,2082,3427878
United Kingdom,25,2082,3654851
United Kingdom,30,2082,3920552
United Kingdom,35,2082,4115055
United Kingdom,40,2082,4141722
United Kingdom,45,2082,4083570
United Kingdom,50,2082,4060599
United Kingdom,55,2082,4066052
United Kingdom,60,2082,4165082
United Kingdom,65,2082,4542961
United Kingdom,70,2082,4518302
United Kingdom,75,2082,3961508
United Kingdom,80,2082,3572358
United Kingdom,85,2082,3111389
United Kingdom,90,2082,2034491
United Kingdom,95,2082,817611
United Kingdom,100,2082,182292
United Kingdom,0,2083,3182540
United Kingdom,5,2083,3271579
United Kingdom,10,2083,3288718
United Kingdom,15,2083,3310166
United Kingdom,20,2083,3424864
United Kingdom,25,2083,3634015
United Kingdom,30,2083,3890832
United Kingdom,35,2083,4101537
United Kingdom,40,2083,4156966
United Kingdom,45,2083,4097252
United Kingdom,50,2083,4060874
United Kingdom,55,2083,4064665
United Kingdom,60,2083,4094386
United Kingdom,65,2083,4482211
United Kingdom,70,2083,4539544
United Kingdom,75,2083,4058649
United Kingdom,80,2083,3529438
United Kingdom,85,2083,3111548
United Kingdom,90,2083,2061741
United Kingdom,95,2083,839413
United Kingdom,100,2083,188241
United Kingdom,0,2084,3168711
United Kingdom,5,2084,3262464
United Kingdom,10,2084,3294548
United Kingdom,15,2084,3315845
United Kingdom,20,2084,3426903
United Kingdom,25,2084,3616448
United Kingdom,30,2084,3861288
United Kingdom,35,2084,4082858
United Kingdom,40,2084,4168177
United Kingdom,45,2084,4112864
United Kingdom,50,2084,4063278
United Kingdom,55,2084,4061767
United Kingdom,60,2084,4051311
United Kingdom,65,2084,4411067
United Kingdom,70,2084,4536297
United Kingdom,75,2084,4147047
United Kingdom,80,2084,3516941
United Kingdom,85,2084,3104501
United Kingdom,90,2084,2081544
United Kingdom,95,2084,861572
United Kingdom,100,2084,194135
United Kingdom,0,2085,3153825
United Kingdom,5,2085,3252997
United Kingdom,10,2085,3297872
United Kingdom,15,2085,3321116
United Kingdom,20,2085,3431177
United Kingdom,25,2085,3602561
United Kingdom,30,2085,3833570
United Kingdom,35,2085,4058907
United Kingdom,40,2085,4173715
United Kingdom,45,2085,4130697
United Kingdom,50,2085,4069338
United Kingdom,55,2085,4058296
United Kingdom,60,2085,4035984
United Kingdom,65,2085,4316146
United Kingdom,70,2085,4522541
United Kingdom,75,2085,4227499
United Kingdom,80,2085,3537463
United Kingdom,85,2085,3083090
United Kingdom,90,2085,2094327
United Kingdom,95,2085,884862
United Kingdom,100,2085,200582
United Kingdom,0,2086,3139606
United Kingdom,5,2086,3242231
United Kingdom,10,2086,3298088
United Kingdom,15,2086,3328170
United Kingdom,20,2086,3435102
United Kingdom,25,2086,3593039
United Kingdom,30,2086,3806122
United Kingdom,35,2086,4032218
United Kingdom,40,2086,4173438
United Kingdom,45,2086,4149779
United Kingdom,50,2086,4078802
United Kingdom,55,2086,4054216
United Kingdom,60,2086,4036860
United Kingdom,65,2086,4208522
United Kingdom,70,2086,4496192
United Kingdom,75,2086,4300128
United Kingdom,80,2086,3590940
United Kingdom,85,2086,3047314
United Kingdom,90,2086,2102924
United Kingdom,95,2086,909908
United Kingdom,100,2086,207077
United Kingdom,0,2087,3126787
United Kingdom,5,2087,3227718
United Kingdom,10,2087,3295303
United Kingdom,15,2087,3337215
United Kingdom,20,2087,3439986
United Kingdom,25,2087,3585657
United Kingdom,30,2087,3781004
United Kingdom,35,2087,4005320
United Kingdom,40,2087,4166129
United Kingdom,45,2087,4167628
United Kingdom,50,2087,4090649
United Kingdom,55,2087,4051646
United Kingdom,60,2087,4038325
United Kingdom,65,2087,4113984
United Kingdom,70,2087,4452413
United Kingdom,75,2087,4354525
United Kingdom,80,2087,3673675
United Kingdom,85,2087,3006598
United Kingdom,90,2087,2112579
United Kingdom,95,2087,931948
United Kingdom,100,2087,213607
United Kingdom,0,2088,3113990
United Kingdom,5,2088,3213237
United Kingdom,10,2088,3289358
United Kingdom,15,2088,3345054
United Kingdom,20,2088,3446103
United Kingdom,25,2088,3582693
United Kingdom,30,2088,3760262
United Kingdom,35,2088,3975759
United Kingdom,40,2088,4152810
United Kingdom,45,2088,4183075
United Kingdom,50,2088,4104622
United Kingdom,55,2088,4052410
United Kingdom,60,2088,4037694
United Kingdom,65,2088,4045525
United Kingdom,70,2088,4394868
United Kingdom,75,2088,4378166
United Kingdom,80,2088,3769013
United Kingdom,85,2088,2979181
United Kingdom,90,2088,2121354
United Kingdom,95,2088,948578
United Kingdom,100,2088,220846
United Kingdom,0,2089,3101715
United Kingdom,5,2089,3199419
United Kingdom,10,2089,3280247
United Kingdom,15,2089,3350897
United Kingdom,20,2089,3451811
United Kingdom,25,2089,3584776
United Kingdom,30,2089,3742782
United Kingdom,35,2089,3946372
United Kingdom,40,2089,4134337
United Kingdom,45,2089,4194502
United Kingdom,50,2089,4120519
United Kingdom,55,2089,4055289
United Kingdom,60,2089,4035566
United Kingdom,65,2089,4004262
United Kingdom,70,2089,4326992
United Kingdom,75,2089,4378099
United Kingdom,80,2089,3856241
United Kingdom,85,2089,2978441
United Kingdom,90,2089,2124450
United Kingdom,95,2089,961788
United Kingdom,100,2089,228147
United Kingdom,0,2090,3090884
United Kingdom,5,2090,3184541
United Kingdom,10,2090,3270787
United Kingdom,15,2090,3354233
United Kingdom,20,2090,3457108
United Kingdom,25,2090,3589095
United Kingdom,30,2090,3728979
United Kingdom,35,2090,3918806
United Kingdom,40,2090,4110604
United Kingdom,45,2090,4200273
United Kingdom,50,2090,4138630
United Kingdom,55,2090,4061801
United Kingdom,60,2090,4032864
United Kingdom,65,2090,3990310
United Kingdom,70,2090,4235743
United Kingdom,75,2090,4367933
United Kingdom,80,2090,3936023
United Kingdom,85,2090,3005549
United Kingdom,90,2090,2116910
United Kingdom,95,2090,972449
United Kingdom,100,2090,235983
United Kingdom,0,2091,3081372
United Kingdom,5,2091,3170333
United Kingdom,10,2091,3260026
United Kingdom,15,2091,3354461
United Kingdom,20,2091,3464191
United Kingdom,25,2091,3593064
United Kingdom,30,2091,3719535
United Kingdom,35,2091,3891506
United Kingdom,40,2091,4084137
United Kingdom,45,2091,4200245
United Kingdom,50,2091,4157984
United Kingdom,55,2091,4071697
United Kingdom,60,2091,4029553
United Kingdom,65,2091,3992302
United Kingdom,70,2091,4132044
United Kingdom,75,2091,4345737
United Kingdom,80,2091,4008617
United Kingdom,85,2091,3060056
United Kingdom,90,2091,2099644
United Kingdom,95,2091,982309
United Kingdom,100,2091,244389
United Kingdom,0,2092,3073129
United Kingdom,5,2092,3157524
United Kingdom,10,2092,3245520
United Kingdom,15,2092,3351688
United Kingdom,20,2092,3473266
United Kingdom,25,2092,3597990
United Kingdom,30,2092,3712229
United Kingdom,35,2092,3866534
United Kingdom,40,2092,4057454
United Kingdom,45,2092,4193202
United Kingdom,50,2092,4176104
United Kingdom,55,2092,4083956
United Kingdom,60,2092,4027729
United Kingdom,65,2092,3994851
United Kingdom,70,2092,4041175
United Kingdom,75,2092,4306677
United Kingdom,80,2092,4064403
United Kingdom,85,2092,3138947
United Kingdom,90,2092,2080071
United Kingdom,95,2092,993043
United Kingdom,100,2092,251839
United Kingdom,0,2093,3066077
United Kingdom,5,2093,3144735
United Kingdom,10,2093,3231046
United Kingdom,15,2093,3345756
United Kingdom,20,2093,3481130
United Kingdom,25,2093,3604147
United Kingdom,30,2093,3709335
United Kingdom,35,2093,3845927
United Kingdom,40,2093,4028109
United Kingdom,45,2093,4180158
United Kingdom,50,2093,4191828
United Kingdom,55,2093,4098318
United Kingdom,60,2093,4029193
United Kingdom,65,2093,3995298
United Kingdom,70,2093,3975821
United Kingdom,75,2093,4254027
United Kingdom,80,2093,4091427
United Kingdom,85,2093,3228394
United Kingdom,90,2093,2071406
United Kingdom,95,2093,1002963
United Kingdom,100,2093,257899
United Kingdom,0,2094,3060756
United Kingdom,5,2094,3132466
United Kingdom,10,2094,3217232
United Kingdom,15,2094,3336662
United Kingdom,20,2094,3486999
United Kingdom,25,2094,3609895
United Kingdom,30,2094,3711482
United Kingdom,35,2094,3828575
United Kingdom,40,2094,3998934
United Kingdom,45,2094,4161971
United Kingdom,50,2094,4203542
United Kingdom,55,2094,4114587
United Kingdom,60,2094,4032745
United Kingdom,65,2094,3994247
United Kingdom,70,2094,3937073
United Kingdom,75,2094,4191074
United Kingdom,80,2094,4096051
United Kingdom,85,2094,3310783
United Kingdom,90,2094,2082780
United Kingdom,95,2094,1009591
United Kingdom,100,2094,263154
United Kingdom,0,2095,3056515
United Kingdom,5,2095,3121644
United Kingdom,10,2095,3202360
United Kingdom,15,2095,3327215
United Kingdom,20,2095,3490363
United Kingdom,25,2095,3615235
United Kingdom,30,2095,3715863
United Kingdom,35,2095,3814893
United Kingdom,40,2095,3971573
United Kingdom,45,2095,4138532
United Kingdom,50,2095,4209618
United Kingdom,55,2095,4133057
United Kingdom,60,2095,4039890
United Kingdom,65,2095,3992615
United Kingdom,70,2095,3925025
United Kingdom,75,2095,4105369
United Kingdom,80,2095,4091294
United Kingdom,85,2095,3386517
United Kingdom,90,2095,2113363
United Kingdom,95,2095,1010487
United Kingdom,100,2095,268092
United Kingdom,0,2096,3054167
United Kingdom,5,2096,3112142
United Kingdom,10,2096,3188158
United Kingdom,15,2096,3316468
United Kingdom,20,2096,3490619
United Kingdom,25,2096,3622356
United Kingdom,30,2096,3719894
United Kingdom,35,2096,3805563
United Kingdom,40,2096,3944474
United Kingdom,45,2096,4112360
United Kingdom,50,2096,4209916
United Kingdom,55,2096,4152764
United Kingdom,60,2096,4050383
United Kingdom,65,2096,3990370
United Kingdom,70,2096,3928555
United Kingdom,75,2096,4007664
United Kingdom,80,2096,4075555
United Kingdom,85,2096,3456191
United Kingdom,90,2096,2162348
United Kingdom,95,2096,1006903
United Kingdom,100,2096,273284
United Kingdom,0,2097,3053177
United Kingdom,5,2097,3103907
United Kingdom,10,2097,3175354
United Kingdom,15,2097,3301975
United Kingdom,20,2097,3487877
United Kingdom,25,2097,3631467
United Kingdom,30,2097,3724878
United Kingdom,35,2097,3798365
United Kingdom,40,2097,3919693
United Kingdom,45,2097,4085972
United Kingdom,50,2097,4203221
United Kingdom,55,2097,4171241
United Kingdom,60,2097,4063219
United Kingdom,65,2097,3989586
United Kingdom,70,2097,3932608
United Kingdom,75,2097,3922503
United Kingdom,80,2097,4044094
United Kingdom,85,2097,3511852
United Kingdom,90,2097,2228017
United Kingdom,95,2097,1003317
United Kingdom,100,2097,278721
United Kingdom,0,2098,3052941
United Kingdom,5,2098,3096863
United Kingdom,10,2098,3162573
United Kingdom,15,2098,3287515
United Kingdom,20,2098,3481976
United Kingdom,25,2098,3639369
United Kingdom,30,2098,3731095
United Kingdom,35,2098,3795575
United Kingdom,40,2098,3899268
United Kingdom,45,2098,4056923
United Kingdom,50,2098,4190543
United Kingdom,55,2098,4187333
United Kingdom,60,2098,4078147
United Kingdom,65,2098,3992050
United Kingdom,70,2098,3934586
United Kingdom,75,2098,3862057
United Kingdom,80,2098,3999474
United Kingdom,85,2098,3542733
United Kingdom,90,2098,2301117
United Kingdom,95,2098,1006697
United Kingdom,100,2098,283670
United Kingdom,0,2099,3053785
United Kingdom,5,2099,3091548
United Kingdom,10,2099,3150311
